,War,Start Date,End Date,Participant,Location,Casualties,Cause,Effect,Normalized Participant
2722,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Operation Barbarossa,Polish People's Republic,Russia
2769,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,racism,Polish People's Republic,Russia
2780,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,racism,Polish People's Republic,Russia
2782,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Operation Barbarossa,Polish People's Republic,Russia
2783,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Operation Barbarossa,Polish People's Republic,Russia
2793,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Operation Barbarossa,Polish People's Republic,Russia
2794,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Operation Barbarossa,Polish People's Republic,Russia
2813,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Operation Barbarossa,Socialist Republic of Romania,Russia
2814,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Operation Barbarossa,Socialist Republic of Romania,Russia
2829,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Operation Barbarossa,Socialist Republic of Romania,Russia
2830,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Operation Barbarossa,Socialist Republic of Romania,Russia
2854,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Operation Barbarossa,Socialist Republic of Romania,Russia
2865,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Operation Barbarossa,Socialist Republic of Romania,Russia
2877,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,racism,Socialist Republic of Romania,Russia
2878,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,racism,Socialist Republic of Romania,Russia
2901,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,racism,Socialist Republic of Romania,Russia
2902,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,racism,Socialist Republic of Romania,Russia
2917,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,racism,Socialist Republic of Romania,Russia
2918,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,racism,Socialist Republic of Romania,Russia
2965,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,racism,Cold War,Russia
2977,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,racism,Cold War,Russia
3034,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,racism,Socialist Republic of Romania,Russia
3035,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,racism,Socialist Republic of Romania,Russia
3270,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Lebensraum,Baltic region,Russia
3271,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Lebensraum,Baltic region,Russia
3286,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Lebensraum,Baltic region,Russia
3288,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Lebensraum,Baltic region,Russia
3292,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Lebensraum,Baltic region,Russia
3293,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Lebensraum,Baltic region,Russia
3308,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Lebensraum,Baltic region,Russia
3309,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Lebensraum,Baltic region,Russia
3318,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Operation Barbarossa,Baltic region,Russia
3337,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Lebensraum,Polish People's Republic,Russia
3338,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Lebensraum,Polish People's Republic,Russia
3341,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Operation Barbarossa,Baltic region,Russia
3357,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Operation Barbarossa,Baltic region,Russia
3369,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Operation Barbarossa,Baltic region,Russia
3373,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Lebensraum,Cold War,Russia
3388,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Lebensraum,Cold War,Russia
3389,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Lebensraum,Cold War,Russia
3396,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Lebensraum,Cold War,Russia
3410,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Lebensraum,Cold War,Russia
3411,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Lebensraum,Cold War,Russia
3435,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Operation Barbarossa,Socialist Republic of Romania,Russia
3436,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Operation Barbarossa,Socialist Republic of Romania,Russia
3458,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Lebensraum,Socialist Republic of Romania,Russia
3459,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Lebensraum,Socialist Republic of Romania,Russia
3474,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Operation Barbarossa,Socialist Republic of Romania,Russia
3475,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Operation Barbarossa,Socialist Republic of Romania,Russia
3498,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Lebensraum,Polish People's Republic,Russia
3499,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Lebensraum,Polish People's Republic,Russia
3510,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,German Democratic Republic,Russia
3511,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,German Democratic Republic,Russia
3520,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Hungarian People's Republic,Russia
3521,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Hungarian People's Republic,Russia
3530,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,racism,Baltic region,Russia
3531,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,racism,Baltic region,Russia
3551,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Lebensraum,Iron Curtain,Russia
3552,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Lebensraum,Iron Curtain,Russia
3568,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Operation Barbarossa,Polish People's Republic,Russia
3569,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Operation Barbarossa,Polish People's Republic,Russia
3584,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,racism,Polish People's Republic,Russia
3585,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,racism,Polish People's Republic,Russia
3594,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Socialist Republic of Romania,Russia
3595,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Socialist Republic of Romania,Russia
3604,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Baltic region,Russia
3605,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Baltic region,Russia
3615,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Polish People's Republic,Russia
3616,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Lebensraum,Polish People's Republic,Russia
3626,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Lebensraum,Polish People's Republic,Russia
3627,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Lebensraum,Polish People's Republic,Russia
3641,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Lebensraum,Polish People's Republic,Russia
3642,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Polish People's Republic,Russia
3653,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Eastern Europe,Russia
3654,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Eastern Europe,Russia
3663,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Balkans,Russia
3664,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Balkans,Russia
3668,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Central Europe,Russia
3669,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Central Europe,Russia
3678,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Iron Curtain,Russia
3679,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Iron Curtain,Russia
3688,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Czechoslovakia,Russia
3689,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Czechoslovakia,Russia
3714,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Balkans,Russia
3715,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Balkans,Russia
3728,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Central Europe,Russia
3729,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Central Europe,Russia
3748,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Eastern Europe,Russia
3749,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Eastern Europe,Russia
3754,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Hungarian People's Republic,Russia
3773,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Soviet Union,Russia
3774,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Soviet Union,Russia
3777,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Hungarian People's Republic,Russia
3788,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,German Democratic Republic,Russia
3789,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,German Democratic Republic,Russia
3812,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Baltic region,Russia
3813,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Baltic region,Russia
3833,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Polish People's Republic,Russia
3846,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Socialist Republic of Romania,Russia
3847,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Socialist Republic of Romania,Russia
3860,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Polish People's Republic,Russia
3871,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Czechoslovakia,Russia
3872,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Czechoslovakia,Russia
3906,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Iron Curtain,Russia
3907,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Iron Curtain,Russia
3926,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Lebensraum,Iron Curtain,Russia
3927,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Lebensraum,Iron Curtain,Russia
3945,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Operation Barbarossa,Polish People's Republic,Russia
3964,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Lebensraum,Iron Curtain,Russia
3965,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Lebensraum,Iron Curtain,Russia
3969,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Lebensraum,Iron Curtain,Russia
3970,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Lebensraum,Iron Curtain,Russia
3973,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Operation Barbarossa,Soviet Union,Russia
3974,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Operation Barbarossa,Soviet Union,Russia
3989,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Operation Barbarossa,Soviet Union,Russia
3990,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Operation Barbarossa,Soviet Union,Russia
4010,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Operation Barbarossa,Polish People's Republic,Russia
4012,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Lebensraum,Soviet Union,Russia
4013,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Lebensraum,Soviet Union,Russia
4028,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Lebensraum,Socialist Republic of Romania,Russia
4029,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Lebensraum,Socialist Republic of Romania,Russia
4044,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Lebensraum,Socialist Republic of Romania,Russia
4045,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Lebensraum,Socialist Republic of Romania,Russia
4066,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Cold War,Russia
4067,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Lebensraum,Cold War,Russia
4091,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Operation Barbarossa,Polish People's Republic,Russia
4092,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Operation Barbarossa,Polish People's Republic,Russia
4114,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Lebensraum,Socialist Republic of Romania,Russia
4115,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Lebensraum,Socialist Republic of Romania,Russia
4130,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Lebensraum,Polish People's Republic,Russia
4131,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Lebensraum,Polish People's Republic,Russia
4138,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Lebensraum,Balkans,Russia
4139,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Lebensraum,Balkans,Russia
4154,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Lebensraum,Balkans,Russia
4155,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Lebensraum,Balkans,Russia
4172,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Operation Barbarossa,Eastern Europe,Russia
4173,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Operation Barbarossa,Eastern Europe,Russia
4201,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Operation Barbarossa,Balkans,Russia
4202,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Operation Barbarossa,Balkans,Russia
4216,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Lebensraum,Balkans,Russia
4224,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Lebensraum,Balkans,Russia
4225,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Lebensraum,Balkans,Russia
4240,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Lebensraum,Balkans,Russia
4248,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Operation Barbarossa,Eastern Europe,Russia
4249,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Operation Barbarossa,Eastern Europe,Russia
4264,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,racism,Eastern Europe,Russia
4265,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,racism,Eastern Europe,Russia
4286,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Lebensraum,Eastern Europe,Russia
4287,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Lebensraum,Eastern Europe,Russia
4303,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Lebensraum,Eastern Europe,Russia
