War,Start Date,End Date,Participant,Location,Casualties,Cause,Effect
Yamasee War,1715-01-01 00:00:00+00:00,1717-01-01 00:00:00+00:00,Cherokee,South Carolina,,,
Austro-Turkish War of 1716–18,1716-01-01 00:00:00+00:00,1718-07-21 00:00:00+00:00,Habsburg monarchy,Serbia,,,
Austro-Turkish War of 1716–18,1716-01-01 00:00:00+00:00,1718-07-21 00:00:00+00:00,Ottoman Empire,Serbia,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Habsburg monarchy,The Bahamas,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of Spain,Sardinia,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Habsburg monarchy,Scotland,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,States of Savoy,Sardinia,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of France,Iberian Peninsula,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Habsburg monarchy,Iberian Peninsula,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of Great Britain,Scotland,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Jacobitism,Sardinia,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Habsburg monarchy,Sardinia,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of Great Britain,Sardinia,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of Great Britain,Iberian Peninsula,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of France,Sardinia,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,States of Savoy,The Bahamas,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of Spain,The Bahamas,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Dutch Republic,Scotland,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Jacobitism,Scotland,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of Spain,Scotland,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Jacobitism,The Bahamas,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Dutch Republic,The Bahamas,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of Great Britain,The Bahamas,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of France,The Bahamas,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Dutch Republic,Sardinia,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Dutch Republic,Iberian Peninsula,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,States of Savoy,Iberian Peninsula,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of Spain,Iberian Peninsula,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,States of Savoy,Sicily,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of Spain,Sicily,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Jacobitism,Sicily,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Dutch Republic,Sicily,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of Great Britain,Sicily,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Jacobitism,Iberian Peninsula,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Habsburg monarchy,Sicily,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of France,Sicily,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,States of Savoy,Scotland,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,States of Savoy,Spanish Florida,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of France,Spanish Florida,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of France,Scotland,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of Great Britain,Spanish Florida,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Dutch Republic,Spanish Florida,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Habsburg monarchy,Spanish Florida,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Kingdom of Spain,Spanish Florida,,,
War of the Quadruple Alliance,1718-08-02 00:00:00+00:00,1720-02-17 00:00:00+00:00,Jacobitism,Spanish Florida,,,
Chinese expedition to Tibet,1720-01-01 00:00:00+00:00,1720-09-01 00:00:00+00:00,Dzungar Khanate,Tibet,,,
Chinese expedition to Tibet,1720-01-01 00:00:00+00:00,1720-09-01 00:00:00+00:00,Qing dynasty,Tibet,,,
Ottoman–Hotaki War,1722-01-01 00:00:00+00:00,1727-01-01 00:00:00+00:00,nan,Hamadan,,,Treaty of Hamedan
Russo-Persian War of 1722–23,1722-06-18 00:00:00+00:00,1723-09-12 00:00:00+00:00,nan,Caucasus,,,
Father Rale's War,1722-07-25 00:00:00+00:00,1725-12-15 00:00:00+00:00,New England Colonies,New England,,,
Father Rale's War,1722-07-25 00:00:00+00:00,1725-12-15 00:00:00+00:00,Pequawket,New England,,,
Father Rale's War,1722-07-25 00:00:00+00:00,1725-12-15 00:00:00+00:00,Mohawk,New England,,,
Father Rale's War,1722-07-25 00:00:00+00:00,1725-12-15 00:00:00+00:00,Maliseet people,New England,,,
Father Rale's War,1722-07-25 00:00:00+00:00,1725-12-15 00:00:00+00:00,Abenaki people,New England,,,
Father Rale's War,1722-07-25 00:00:00+00:00,1725-12-15 00:00:00+00:00,Wabanaki Confederacy,New England,,,
Father Rale's War,1722-07-25 00:00:00+00:00,1725-12-15 00:00:00+00:00,Mi’kmaw,New England,,,
Anglo-Spanish War of 1727–1729,1727-02-11 00:00:00+00:00,1729-11-09 00:00:00+00:00,Kingdom of Great Britain,West Indies,,,
Anglo-Spanish War of 1727–1729,1727-02-11 00:00:00+00:00,1729-11-09 00:00:00+00:00,Kingdom of Spain,West Indies,,,
First Maroon War,1728-01-01 00:00:00+00:00,1739-03-01 00:00:00+00:00,Colony of Jamaica,Colony of Jamaica,,,
First Maroon War,1728-01-01 00:00:00+00:00,1739-03-01 00:00:00+00:00,Cudjoe,Colony of Jamaica,,,
First Maroon War,1728-01-01 00:00:00+00:00,1739-03-01 00:00:00+00:00,Jamaican Maroons,Colony of Jamaica,,,
Maratha–Portuguese War,1729-05-01 00:00:00+00:00,1732-01-30 00:00:00+00:00,Maratha Empire,Konkan,,,
Maratha–Portuguese War,1729-05-01 00:00:00+00:00,1732-01-30 00:00:00+00:00,Portuguese Empire,Konkan,,,
Ottoman–Persian War of 1730–1735,1730-01-01 00:00:00+00:00,1735-01-01 00:00:00+00:00,Safavid dynasty,Caucasus,,,
Ottoman–Persian War of 1730–1735,1730-01-01 00:00:00+00:00,1735-01-01 00:00:00+00:00,Ottoman Empire,Caucasus,,,
Ottoman–Persian War of 1730–1735,1730-01-01 00:00:00+00:00,1735-01-01 00:00:00+00:00,Lezgian people,Caucasus,,,
Ottoman–Persian War of 1732–1736,1732-01-01 00:00:00+00:00,1736-10-17 00:00:00+00:00,Afsharid dynasty,Azerbaijan,,,
Ottoman–Persian War of 1732–1736,1732-01-01 00:00:00+00:00,1736-10-17 00:00:00+00:00,Ottoman Empire,Azerbaijan,,,
Ottoman–Persian War of 1732–1736,1732-01-01 00:00:00+00:00,1736-10-17 00:00:00+00:00,Ottoman Empire,Caucasus,,,
Ottoman–Persian War of 1732–1736,1732-01-01 00:00:00+00:00,1736-10-17 00:00:00+00:00,Afsharid dynasty,Caucasus,,,
War of the Polish Succession,1733-10-10 00:00:00+00:00,1735-10-03 00:00:00+00:00,nan,Poland,,,
Tunisian-Algerian War of 1735,1735-09-04 00:00:00+00:00,1735-09-07 00:00:00+00:00,Regency of Algiers,Tunis,,,
Tunisian-Algerian War of 1735,1735-09-04 00:00:00+00:00,1735-09-07 00:00:00+00:00,Beylik of Tunis,Tunis,,,
Spanish–Portuguese War of 1735-1737,1735-10-14 00:00:00+00:00,1737-08-01 00:00:00+00:00,Portuguese Empire,Banda Oriental,,,
Spanish–Portuguese War of 1735-1737,1735-10-14 00:00:00+00:00,1737-08-01 00:00:00+00:00,Spanish Empire,Banda Oriental,,,
Fifth Russo-Turkish War,1736-01-01 00:00:00+00:00,1739-09-18 00:00:00+00:00,Ottoman Empire,Crimean Khanate,,,
Fifth Russo-Turkish War,1736-01-01 00:00:00+00:00,1739-09-18 00:00:00+00:00,Russian Empire,Crimean Khanate,,,
Fifth Russo-Turkish War,1736-01-01 00:00:00+00:00,1739-09-18 00:00:00+00:00,Habsburg monarchy,Crimean Khanate,,,
Austro-Turkish War of 1737-1739,1737-01-01 00:00:00+00:00,1739-01-01 00:00:00+00:00,nan,,,,
Austro–Turkish War of 1737-1739,1737-07-12 00:00:00+00:00,1739-09-18 00:00:00+00:00,nan,,,,
War of Jenkins' Ear,1739-10-22 00:00:00+00:00,1748-10-18 00:00:00+00:00,Spain,Viceroyalty of New Granada,,Jenkins's Ear,
War of Jenkins' Ear,1739-10-22 00:00:00+00:00,1748-10-18 00:00:00+00:00,British Empire,Viceroyalty of New Granada,,Jenkins's Ear,
War of Jenkins' Ear,1739-10-22 00:00:00+00:00,1748-10-18 00:00:00+00:00,Mosquitia,Viceroyalty of New Granada,,Jenkins's Ear,
Travancore–Dutch War,1739-11-12 00:00:00+00:00,1753-08-15 00:00:00+00:00,Dutch East India Company,Kerala,,,
Travancore–Dutch War,1739-11-12 00:00:00+00:00,1753-08-15 00:00:00+00:00,Kingdom of Thiruvithamkoor,Kerala,,,
First Silesian War,1740-12-16 00:00:00+00:00,1742-06-11 00:00:00+00:00,Habsburg monarchy,Silesia,,,
War of the Austrian Succession,1740-12-16 00:00:00+00:00,1748-10-18 00:00:00+00:00,nan,India,,Vertrag von Nymphenburg,
First Silesian War,1740-12-16 00:00:00+00:00,1742-06-11 00:00:00+00:00,Kingdom of Prussia,Silesia,,,
War of the Austrian Succession,1740-12-16 00:00:00+00:00,1748-10-18 00:00:00+00:00,nan,Europe,,Vertrag von Nymphenburg,
War of the Austrian Succession,1740-12-16 00:00:00+00:00,1748-10-18 00:00:00+00:00,nan,North America,,Vertrag von Nymphenburg,
Russo-Swedish War of 1741-1743,1741-01-01 00:00:00+00:00,1743-01-01 00:00:00+00:00,Sweden,Finland,,,
Russo-Swedish War of 1741-1743,1741-01-01 00:00:00+00:00,1743-01-01 00:00:00+00:00,Russian Empire,Finland,,,
Java War of 1743-1741,1741-02-01 00:00:00+00:00,1743-01-01 00:00:00+00:00,Javanese,Java,,,
Java War of 1743-1741,1741-02-01 00:00:00+00:00,1743-01-01 00:00:00+00:00,Dutch Empire,Java,,,
Ottoman–Persian War of 1743–46,1743-01-01 00:00:00+00:00,1746-01-01 00:00:00+00:00,Ottoman Empire,Iraq,,,
Ottoman–Persian War of 1743–46,1743-01-01 00:00:00+00:00,1746-01-01 00:00:00+00:00,Afsharid dynasty,Iraq,,,
Ottoman–Persian War of 1743–46,1743-01-01 00:00:00+00:00,1746-01-01 00:00:00+00:00,Mahmud I,Iraq,,,
Ottoman–Persian War of 1743–46,1743-01-01 00:00:00+00:00,1746-01-01 00:00:00+00:00,Nader Shah,Iraq,,,
unification of Nepal,1744-01-01 00:00:00+00:00,1816-01-01 00:00:00+00:00,nan,,,,
Second Silesian War,1744-08-07 00:00:00+00:00,1745-12-25 00:00:00+00:00,Electorate of Saxony,Silesia,,,
Second Silesian War,1744-08-07 00:00:00+00:00,1745-12-25 00:00:00+00:00,Habsburg monarchy,Silesia,,,
Second Silesian War,1744-08-07 00:00:00+00:00,1745-12-25 00:00:00+00:00,Kingdom of Prussia,Silesia,,,
Carnatic Wars,1746-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Kingdom of Great Britain,,,,
Carnatic Wars,1746-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Kingdom of France,,,,
Carnatic Wars,1746-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Mughal Empire,,,,
First Carnatic War,1746-01-01 00:00:00+00:00,1748-01-01 00:00:00+00:00,Nizam of Hyderabad,,,,
First Carnatic War,1746-01-01 00:00:00+00:00,1748-01-01 00:00:00+00:00,Kingdom of Great Britain,,,,
First Carnatic War,1746-01-01 00:00:00+00:00,1748-01-01 00:00:00+00:00,Kingdom of France,,,,
Father Le Loutre's War,1749-01-01 00:00:00+00:00,1755-01-01 00:00:00+00:00,Kingdom of Great Britain,Acadia,,,
Father Le Loutre's War,1749-01-01 00:00:00+00:00,1755-01-01 00:00:00+00:00,Wabanaki Confederacy,Acadia,,,
Second Carnatic War,1749-01-01 00:00:00+00:00,1754-01-01 00:00:00+00:00,Mughal Empire,,,,
Father Le Loutre's War,1749-01-01 00:00:00+00:00,1755-01-01 00:00:00+00:00,Kingdom of France,Acadia,,,
The first Saudi campaigns against Al-Ahsa,1752-01-01 00:00:00+00:00,1796-01-01 00:00:00+00:00,nan,,,,
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,"Jeffery Amherst, 1st Baron Amherst",North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,John Forbes,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,"Jean Erdman, Baron Dieskau",North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,"John Campbell, 4th Earl of Loudoun",North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,"Pierre de Rigaud, Marquis de Vaudreuil-Cavagnal",North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Louis-Joseph de Montcalm,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Wabanaki Confederacy,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,James Abercrombie,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Odawa,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,George Washington,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Catawba people,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Iroquois,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,François-Marie Le Marchand de Lignery,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Lenape,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Abenaki people,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Kingdom of France,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,British America,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Ojibwe,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Shawnee,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,James Wolfe,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Mi’kmaw,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,New France,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Kingdom of Great Britain,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Wyandot people,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Algonquin people,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Edward Braddock,North America,,,government debt
French and Indian War,1754-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,Cherokee,North America,,,government debt
Third Oirat–Manchu War,1755-01-01 00:00:00+00:00,1759-01-01 00:00:00+00:00,Kumul Khanate,Q4495156,,,
Third Oirat–Manchu War,1755-01-01 00:00:00+00:00,1759-01-01 00:00:00+00:00,Turpan Uyghurs,Q4495156,,,
Third Oirat–Manchu War,1755-01-01 00:00:00+00:00,1759-01-01 00:00:00+00:00,Qing dynasty,Q4495156,,,
Third Oirat–Manchu War,1755-01-01 00:00:00+00:00,1759-01-01 00:00:00+00:00,Dzungar Khanate,Q4495156,,,
Third Oirat–Manchu War,1755-01-01 00:00:00+00:00,1759-01-01 00:00:00+00:00,Mongols in China,Q4495156,,,
Tunisian-Algerian War of 1756,1755-01-01 00:00:00+00:00,1756-08-31 00:00:00+00:00,Regency of Algiers,,,,
Tunisian-Algerian War of 1756,1755-01-01 00:00:00+00:00,1756-08-31 00:00:00+00:00,Beylik of Tunis,,,,
Third Oirat–Manchu War,1755-01-01 00:00:00+00:00,1759-01-01 00:00:00+00:00,Khalkhas,Q4495156,,,
Third Carnatic War,1756-01-01 00:00:00+00:00,1763-01-01 00:00:00+00:00,nan,,,,
Kazakh-Dzungar Wars,,1756-01-01 00:00:00+00:00,nan,Kazakh Khanate,,,
Bengal War,1756-01-01 00:00:00+00:00,1765-01-01 00:00:00+00:00,nan,Bengal Subah,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,George III of Great Britain,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Spanish Empire,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Kingdom of France,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Iroquois,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Kingdom of Portugal,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Louis XV of France,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Mughal Empire,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Kingdom of Prussia,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Holy Roman Empire,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Mosquitia,Philippines,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Maria Theresa of Austria,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Russian Empire,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,George II of Great Britain,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Brunswick-Wolfenbüttel,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Electorate of Saxony,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Kingdom of Great Britain,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Landgraviate of Hesse-Kassel,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,New France,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Swedish Empire,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Kingdom of Ireland,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Electorate of Bavaria,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,British America,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Schaumburg-Lippe,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Electorate of Hanover,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Sultanate of Bengal,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Mosquitia,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Sultanate of Bengal,Philippines,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Habsburg monarchy,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Brunswick-Wolfenbüttel,Philippines,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Abenaki people,West Africa,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Abenaki people,Philippines,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Kingdom of Portugal,India,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Iroquois,India,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Kingdom of France,India,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Spanish Empire,India,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,George III of Great Britain,India,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Maria Theresa of Austria,India,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,George II of Great Britain,India,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Habsburg monarchy,India,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Electorate of Saxony,India,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Kingdom of Great Britain,India,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Landgraviate of Hesse-Kassel,India,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,New France,India,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Swedish Empire,India,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Russian Empire,India,,,
Seven Years' War,1756-05-17 00:00:00+00:00,1763-02-15 00:00:00+00:00,Kingdom of Ireland,India,,,
